Ouvriers et manoeuvres,,
"Hydrofuge, dimensions 660x500 mm, épaisseur 70 mm",m2,"19,76€"
"Hydrofuge, dimensions 660x500 mm, épaisseur 100 mm",m2,"29,30€"
"Haude densité, dimensions 660x500 mm, épaisseur 70 mm",m2,"19,34€"
"Haude densité, dimensions 660x500 mm, épaisseur 100 mm",m2,"30,85€"
Carreau de type carrobric,,
dimensions 666x500x40 mm,m2,"11,53€"
dimensions 666x500x50 mm,m2,"12,43€"
dimensions 666x500x60 mm,m2,"13,21€"
dimensions 666x500x70 mm,m2,"14,98€"
dimensions 666x500x100 mm,m2,"22,73€"
Cheville galvanisé,,
Cheville galvanisée avec rondelle,U,"0,25€"
"Cheville, diamètre 6 mm",U,"0,01€"
Chevron en sapin,,
section 35x70 mm,m,"1,39€"
section 45x48 mm,m,"1,30€"
section 47x50 mm,m,"1,33€"
section 50x70 mm,m,"1,60€"
Section 50x75 mm,m,"1,72€"
Section 63x75 mm,m,"1,90€"
Clavette en bois,,
"type CC 5 A, dimensions 29x50x200 mm",U,"0,25€"
"type CC 6 A, dimensions 39x50x200 mm",U,"0,32€"
"type CC 7 B, dimensions 45x50x200 mm",U,"0,35€"
Clips acoustiques,,
réglables de 75 mm à 160 mm,U,"0,94€"
dimensions 100 mm,U,"0,75€"
dimensions 120 mm,U,"0,80€"
Dimension 140 mm,,"0,87€"
Clip feu,U,"0,95€"
Cloison sèche type Placoplâtre,,
"PPAN 5A, épaisseur 50 mm",m2,"10,49€"
"PPAN 6A, épaisseur 60 mm",m2,"11,78€"
"PPAN 7B, épaisseur 72 mm",m2,"13,30€"
"PPAN 5A, hydrofuge, épaisseur 50 mm",m2,"14,94€"
"PPAN 6A, hydrofuge, épaisseur 60 mm",m2,"16,96€"
Cloison sèche type Polycloison,,
"type Snowboard, hydrofuge, épaisseur 50 mm",m2,"16,86€"
"type Snowboard, épaisseur 50 mm",m2,"12,24€"
Cloison type Th38,,
épaisseur 10+100+10 mm,m2,"19,96€"
épaisseur 10+80+10 mm,m2,"17,84€"
épaisseur 10+60+10 mm,m2,"15,49€"
épaisseur 10+40+10 mm,m2,"13,67€"
Clous type Agripp-tout,kg,"3,38€"
Colle,,
Type mastic 240,kg,"3,73€"
Type polymère 610,m,"1,52€"
Colle pour béton cellulaire type Multipor,kg,"0,74€"
Colle pour carreau de brique type Carrobric,kg,"1,17€"
Colle pour carreau de brique type Placbric,kg,"1,00€"
Colle pour carreau de brique type Placfeu,kg,"1,29€"
Colle pour double cloison,kg,"0,45€"
Colle type Pregycolle 130,kg,"0,45€"
Complexe de doublage isolant,,
"en laine de roche, épaisseur 10+30 mm",m2,"9,57€"
"en laine de roche, épaisseur 10+40 mm",m2,"11,38€"
"en laine de roche, épaisseur 10+50 mm",m2,"12,65€"
"en laine de roche, épaisseur 10+60 mm",m2,"12,95€"
"en laine de roche, épaisseur 10+70 mm",m2,"14,87€"
"en laine de roche, épaisseur 10+80 mm",m2,"15,51€"
"En laine de roche, épaisseur 10+100 mm",m2,"22,82€"
"en laine de roche type Labelrock, épaisseur 10+30 mm, sans pare-vapeur",m2,"7,97€"
"en laine de roche type Labelrock, épaisseur 10+40 mm, sans pare-vapeur",m2,"8,17€"
"en laine de roche type Labelrock, épaisseur 10+50 mm, sans pare-vapeur",m2,"9,99€"
"en laine de roche type Labelrock, épaisseur 10+60 mm, sans pare-vapeur",m2,"10,64€"
"en laine de roche type Labelrock, épaisseur 10+70 mm, sans pare-vapeur",m2,"11,34€"
"en laine de roche type Labelrock, épaisseur 10+80 mm, sans pare-vapeur",m2,"11,82€"
"en laine de roche type Labelrock, épaisseur 10+90 mm, sans pare-vapeur",m2,"13,08€"
"En laine de roche type Labelrock, épaisseur 10+100 mm, sans pare-vapeur",m2,"13,61€"
"en laine de roche type Labelrock, épaisseur 10+30 mm, avec pare-vapeur",m2,"8,80€"
"en laine de roche type Labelrock, épaisseur 10+40 mm, avec pare-vapeur",m2,"9,41€"
"en laine de roche type Labelrock, épaisseur 10+50 mm, avec pare-vapeur",m2,"10,81€"
"en laine de roche type Labelrock, épaisseur 10+60 mm, avec pare-vapeur",m2,"11,46€"
"en laine de roche type Labelrock, épaisseur 10+70 mm, avec pare-vapeur",m2,"12,16€"
"en laine de roche type Labelrock, épaisseur 10+80 mm, avec pare-vapeur",m2,"12,53€"
"en laine de roche type Labelrock, épaisseur 10+90 mm, avec pare-vapeur",m2,"13,91€"
"En laine de roche type Labelrock, épaisseur 10+100 mm, avec pare-vapeur",m2,"14,42€"
"en laine de roche type Labelrock, épaisseur 13+30 mm, hydrofugé sans pare-vapeur",m2,"9,56€"
"en laine de roche type Labelrock, épaisseur 13+40 mm, hydrofugé sans pare-vapeur",m2,"9,86€"
"en laine de roche type Labelrock, épaisseur 13+50 mm, hydrofugé sans pare-vapeur",m2,"11,58€"
"en laine de roche type Labelrock, épaisseur 13+60 mm, hydrofugé sans pare-vapeur",m2,"12,22€"
"en laine de roche type Labelrock, épaisseur 13+70 mm, hydrofugé sans pare-vapeur",m2,"12,95€"
"en laine de roche type Labelrock, épaisseur 13+80 mm, hydrofugé sans pare-vapeur",m2,"13,50€"
"en laine de roche type Labelrock, épaisseur 13+90 mm, hydrofugé sans pare-vapeur",m2,"14,68€"
"En laine de roche type Labelrock, épaisseur 13+100 mm, hydrofugé sans pare-vapeur",m2,"15,19€"
"en laine de roche type Labelrock, épaisseur 13+30 mm, haute dureté sans pare-vapeur",m2,"9,14€"
"en laine de roche type Labelrock, épaisseur 13+40 mm, haute dureté sans pare-vapeur",m2,"9,51€"
"en laine de roche type Labelrock, épaisseur 13+50 mm, haute dureté sans pare-vapeur",m2,"11,15€"
"en laine de roche type Labelrock, épaisseur 13+60 mm, haute dureté sans pare-vapeur",m2,"11,81€"
"en laine de roche type Labelrock, épaisseur 13+70 mm, haute dureté sans pare-vapeur",m2,"12,51€"
"en laine de roche type Labelrock, épaisseur 13+80 mm, haute dureté sans pare-vapeur",m2,"12,86€"
"en laine de roche type Labelrock, épaisseur 13+90 mm, haute dureté sans pare-vapeur",m2,"14,26€"
"En laine de roche type Labelrock, épaisseur 13+100 mm, haute dureté sans pare-vapeur",m2,"14,76€"
"en laine de verre type Calibel, épaisseur 10+30 mm",m2,"9,85€"
"en laine de verre type Calibel, épaisseur 10+40 mm",m2,"10,33€"
"en laine de verre type Calibel, épaisseur 10+50 mm",m2,"12,09€"
"en laine de verre type Calibel, épaisseur 10+60 mm",m2,"12,93€"
"en laine de verre type Calibel, épaisseur 10+70 mm",m2,"14,48€"
"en laine de verre type Calibel, épaisseur 10+80 mm",m2,"15,02€"
"En laine de verre type Calibel, épaisseur 10+90 mm",m2,"16,85€"
"En laine de verre type Calibel, épaisseur 10+100 mm",m2,"18,04€"
"en laine de verre type Placoplatre, épaisseur 10+90 mm",m2,"16,98€"
"en laine de verre type Placoplatre, épaisseur 10+100 mm",m2,"23,86€"
"En PSE type Placomur TH 38, épaisseur 10+20 mm",m2,"8,02€"
"En PSE type Placomur TH 38, épaisseur 10+40 mm",m2,"9,29€"
"En PSE type Placomur Th 38, épaisseur 10+60 mm",m2,"11,16€"
"En PSE type Placomur TH 38, épaisseur 10+70 mm",m2,"11,67€"
"En PSE type Placomur TH 38, épaisseur 10+80 mm",m2,"12,23€"
"En PSE type Placomur TH 38, épaisseur 10+90 mm",m2,"13,51€"
"En PSE type Placomur TH 38, épaisseur 10+100 mm",m2,"14,21€"
"en PSE type XTherm Ultra 30, épaisseur 13+40 mm",m2,"9,33€"
"en PSE type XTherm Ultra 30, épaisseur 13+60 mm",m2,"12,40€"
"en PSE type XTherm Ultra 30, épaisseur 13+80 mm",m2,"15,86€"
"en PSE type XTherm Ultra 30, épaisseur 13+100 mm",m2,"18,81€"
"en PSE type XTherm Ultra 30, épaisseur 13+120 mm",m2,"21,76€"
"en PSE type XTherm Ultra 30, épaisseur 13+140 mm",m2,"24,95€"
"en PSE type XTherm Ultra 30, hydrofuge, épaisseur 13+40 mm",m2,"11,52€"
"en PSE type XTherm Ultra 30, hydrofuge, épaisseur 13+60 mm",m2,"14,60€"
"en PSE type XTherm Ultra 30, hydrofuge, épaisseur 13+80 mm",m2,"18,06€"
"en PSE type XTherm Ultra 30, hydrofuge, épaisseur 13+100 mm",m2,"21,01€"
"en PSE type XTherm Ultra 30, hydrofuge, épaisseur 13+120 mm",m2,"23,96€"
"en PSE type XTherm Ultra 30, hydrofuge, épaisseur 13+140 mm",m2,"27,15€"
"en PSE type XTherm Ultra 30 Snowboard, pré-peinte, épaisseur 13+40 mm",m2,"12,99€"
"en PSE type XTherm Ultra 30 Snowboard, pré-peinte, épaisseur 13+60 mm",m2,"14,65€"
"en PSE type XTherm Ultra 30 Snowboard, pré-peinte, épaisseur 13+80 mm",m2,"17,51€"
"en PSE type XTherm Ultra 30 Snowboard, pré-peinte, épaisseur 13+100 mm",m2,"20,01€"
"en PSE type XTherm Ultra 30 Snowboard, pré-peinte, épaisseur 13+120 mm",m2,"23,73€"
"en PSE type XTherm Ultra 30 Snowboard, pré-peinte, épaisseur 13+140 mm",m2,"27,24€"
"en PSE type XTherm Ultra 32, épaisseur 10+40 mm",m2,"8,49€"
"en PSE type XTherm Ultra 32, épaisseur 10+60 mm",m2,"11,37€"
"en PSE type XTherm Ultra 32, épaisseur 10+80 mm",m2,"13,65€"
"en PSE type XTherm Ultra 32, épaisseur 10+90 mm",m2,"14,69€"
"en PSE type XTherm Ultra 32, épaisseur 10+100 mm",m2,"15,29€"
"en PSE type XTherm Ultra 32, épaisseur 10+120 mm",m2,"16,82€"
"en PSE type XTherm Ultra 32, épaisseur 10+140 mm",m2,"19,88€"
"en PSE type XTherm Ultra 32, hydrofuge, épaisseur 10+40 mm",m2,"10,29€"
"en PSE type XTherm Ultra 32, hydrofuge, épaisseur 10+60 mm",m2,"13,18€"
"en PSE type XTherm Ultra 32, hydrofuge, épaisseur 10+80 mm",m2,"15,44€"
"en PSE type XTherm Ultra 32, hydrofuge, épaisseur 10+90 mm",m2,"16,51€"
"en PSE type XTherm Ultra 32, hydrofuge, épaisseur 10+100 mm",m2,"18,16€"
"en PSE type XTherm Ultra 32, hydrofuge, épaisseur 10+120 mm",m2,"18,64€"
"en PSE type XTherm Ultra 32, hydrofuge, épaisseur 10+140 mm",m2,"21,67€"
"en PSE type XTherm Ultra 32 Snowboard, épaisseur 10+40 mm",m2,"12,06€"
"en PSE type XTherm Ultra 32 Snowboard, épaisseur 10+60 mm",m2,"13,73€"
"en PSE type XTherm Ultra 32 Snowboard, épaisseur 10+80 mm",m2,"16,06€"
"en PSE type XTherm Ultra 32 Snowboard, épaisseur 10+90 mm",m2,"17,85€"
"en PSE type XTherm Ultra 32 Snowboard, épaisseur 10+100 mm",m2,"18,33€"
"en PSE type XTherm Ultra 32 Snowboard, épaisseur 10+120 mm",m2,"21,42€"
"en PSE type XTherm Ultra 32 Snowboard, épaisseur 10+140 mm",m2,"24,72€"
"en PSE type XTherm Ultra 32 ERP, épaisseur 13+40 mm",m2,"9,75€"
"en PSE type XTherm Ultra 32 ERP, épaisseur 13+60 mm",m2,"12,64€"
"en PSE type XTherm Ultra 32 ERP, épaisseur 13+70 mm",m2,"13,46€"
"en PSE type XTherm Ultra 32 ERP, épaisseur 13+80 mm",m2,"14,90€"
"en PSE type XTherm Ultra 32 ERP, épaisseur 13+90 mm",m2,"15,94€"
"en PSE type XTherm Ultra 32 ERP, épaisseur 13+100 mm",m2,"16,55€"
"en PSE type XTherm Ultra 32 ERP, épaisseur 13+120 mm",m2,"18,09€"
"en PSE type XTherm Ultra 32 ERP, épaisseur 13+140 mm",m2,"19,88€"
"en PSE type XTherm Ultra 32 Phonik ERP, épaisseur 13+40 mm",m2,"9,44€"
"en PSE type XTherm Ultra 32 Phonik ERP, épaisseur 13+50 mm",m2,"11,17€"
"en PSE type XTherm Ultra 32 Phonik ERP, épaisseur 13+60 mm",m2,"12,62€"
"en PSE type XTherm Ultra 32 Phonik ERP, épaisseur 13+70 mm",m2,"14,36€"
"en PSE type XTherm Ultra 32 Phonik ERP, épaisseur 13+80 mm",m2,"15,45€"
"en PSE type XTherm Ultra 32 Phonik ERP, épaisseur 13+90 mm",m2,"16,53€"
"en PSE type XTherm Ultra 32 Phonik ERP, épaisseur 13+100 mm",m2,"17,97€"
"en PSE type XTherm Ultra 32 Phonik ERP, épaisseur 13+120 mm",m2,"20,49€"
"en PSE type XTherm Ultra 32 Phonik ERP, épaisseur 13+140 mm",m2,"23,57€"
"en PSE type XTherm Ultra 32 Phonik Hydro ERP, épaisseur 13+40 mm",m2,"11,24€"
"en PSE type XTherm Ultra 32 Phonik Hydro ERP, épaisseur 13+50 mm",m2,"12,60€"
"en PSE type XTherm Ultra 32 Phonik Hydro ERP, épaisseur 13+60 mm",m2,"14,78€"
"en PSE type XTherm Ultra 32 Phonik Hydro ERP, épaisseur 13+70 mm",m2,"16,15€"
"en PSE type XTherm Ultra 32 Phonik Hydro ERP, épaisseur 13+80 mm",m2,"17,25€"
"en PSE type XTherm Ultra 32 Phonik Hydro ERP, épaisseur 13+90 mm",m2,"18,33€"
"en PSE type XTherm Ultra 32 Phonik Hydro ERP, épaisseur 13+100 mm",m2,"19,76€"
"en PSE type XTherm Ultra 32 Phonik Hydro ERP, épaisseur 13+120 mm",m2,"22,29€"
"en PSE type XTherm Ultra 32 Phonik Hydro ERP, épaisseur 13+140 mm",m2,"25,38€"
"En PSE type Polyplac Th38, épaisseur 10+20 mm",m2,"8,25€"
"En PSE type Polyplac Th38, épaisseur 10+40 mm",m2,"9,96€"
"En PSE type Polyplac Th38, épaisseur 10+60 mm",m2,"11,80€"
"En PSE type Polyplac Th38, épaisseur 10+70 mm",m2,"13,06€"
"En PSE type Polyplac Th38, épaisseur 10+80 mm",m2,"14,14€"
"En PSE type Polyplac Th38, épaisseur 10+90 mm",m2,"15,61€"
"En PSE type Polyplac Th38, épaisseur 10+100 mm",m2,"16,24€"
"En PSE type Polyplac Th38, épaisseur 10+120 mm",m2,"18,19€"
"En PSE type Polyplac Th38 Hydro, épaisseur 10+20 mm",m2,"10,07€"
"En PSE type Polyplac Th38 Hydro, épaisseur 10+40 mm",m2,"11,76€"
"En PSE type Polyplac Th38 Hydro, épaisseur 10+60 mm",m2,"13,56€"
"En PSE type Polyplac Th38 Hydro, épaisseur 10+70 mm",m2,"14,86€"
"En PSE type Polyplac Th38 Hydro, épaisseur 10+80 mm",m2,"15,93€"
"En PSE type Polyplac Th38 Hydro, épaisseur 10+90 mm",m2,"17,40€"
"En PSE type Polyplac Th38 Hydro, épaisseur 10+100 mm",m2,"18,04€"
"En PSE type Polyplac Th38 Hydro, épaisseur 10+120 mm",m2,"19,89€"
"En PSE type Polyplac Th38 Snowboard, épaisseur 10+20 mm",m2,"8,55€"
"En PSE type Polyplac Th38 Snowboard, épaisseur 10+40 mm",m2,"10,12€"
"En PSE type Polyplac Th38 Snowboard, épaisseur 10+60 mm",m2,"11,85€"
"En PSE type Polyplac Th38 Snowboard, épaisseur 10+70 mm",m2,"13,06€"
"En PSE type Polyplac Th38 Snowboard, épaisseur 10+80 mm",m2,"14,06€"
"En PSE type Polyplac Th38 Snowboard, épaisseur 10+90 mm",m2,"15,45€"
"En PSE type Polyplac Th38 Snowboard, épaisseur 10+100 mm",m2,"16,15€"
"En PSE type Polyplac Th38 Snowboard Hydro, épaisseur 13+20 mm",m2,"13,94€"
"En PSE type Polyplac Th38 Snowboard Hydro, épaisseur 13+40 mm",m2,"15,80€"
"En PSE type Polyplac Th38 Snowboard Hydro, épaisseur 13+60 mm",m2,"17,43€"
"En PSE type Polyplac Th38 Snowboard Hydro, épaisseur 13+70 mm",m2,"18,55€"
"En PSE type Polyplac Th38 Snowboard Hydro, épaisseur 13+80 mm",m2,"19,59€"
"En PSE type Polyplac Th38 Snowboard Hydro, épaisseur 13+90 mm",m2,"20,65€"
"En PUR type Polyplac XThane 22, épaisseur 10+120 mm",m2,"37,65€"
"En PUR type Polyplac XThane 22, épaisseur 10+103 mm",m2,"31,86€"
"En PUR type Polyplac XThane 22, épaisseur 10+94 mm",m2,"29,10€"
"En PUR type Polyplac XThane 22, épaisseur 10+82 mm",m2,"26,70€"
"En PUR type Polyplac XThane 22, épaisseur 10+70 mm",m2,"24,74€"
"En PUR type Polyplac XThane 22, épaisseur 10+58 mm",m2,"22,44€"
"En PUR type Polyplac XThane 22, épaisseur 10+50 mm",m2,"19,42€"
"En PUR type Polyplac XThane 22, épaisseur 10+40 mm",m2,"17,99€"
"En PSE type Polyplac Th38 Snowboard Hydro, épaisseur 13+100 mm",m2,"21,72€"
Cornière d'angle,,
"PVC, dimensions 10x10x1 mm",m,"0,71€"
"PVC, dimensions 15x15x1,2 mm",m,"0,85€"
"PVC, dimensions 20x20x1,5 mm",m,"0,95€"
"PVC, dimensions 25x25x1,8 mm",m,"1,10€"
Cornière-renfort d?angle saillant,m,"21,13€"
Crochet métal pour plafonnette,,
longueur 25 mm,kg,"15,16€"
longueur 35 mm,m,"15,84€"
Demi-bastaing en sapin,,
section 70x110 mm,m3,"459,54€"
Eclisse système Optima,,
Longueur 300 mm,U,"0,54€"
Longueur 500 mm,U,"0,68€"
Enduit type Weber et Broutin FP7,kg,"1,19€"
Enduit pâte prêt à l?emploi,kg,"1,95€"
Enduit joint,kg,"0,83€"
Enduit à joint pour plaque type Aquapanel,kg,"1,42€"
Enduit glycéro,kg,"3,32€"
Enduit plâtre,,
"type, ours blanc",kg,"0,42€"
type Plafer blanc 857,kg,"0,28€"
décoratif moucheté,kg,"1,11€"
Enduit poudre,,
A prise rapide 2 h,kg,"1,45€"
Type GDX,kg,"1,71€"
Enduit type Prégylys,kg,"0,73€"
Etrier pour fixation huisserie métallique,U,"0,78€"
Faux-plafond,,
"type Armatuff, plaques de 600x600 mm, ossature apparente (résistant chocs)",m2,"26,99€"
"type Armatuff, plaques de 1200x600 mm, ossature apparente (résistant chocs)",m2,"26,80€"
"type Board classic, plaques de 1200x600 mm, ossature apparente",m2,"16,78€"
"type Board plain, plaques de 1200x600 mm, ossature apparente",m2,"14,01€"
"type Microlook BE, module de 600 mm, ossature apparente",m2,"16,46€"
"type Luxalon, module de 1000 mm, grille à chants",m,"35,36€"
"type Luxalon 80 B extérieur, module de 1000 mm, ossature invisible",m,"3,60€"
"type Luxalon 80 B miroir, module de 1000 mm, ossature invisible",m,"4,01€"
"type Luxalon 84R-84B, module de 1000 mm, ossature invisible",m,"2,45€"
"type Luxalon V-100 vertical, module de 1000 mm, ossature invisible",m,"2,81€"
"type Luxalon V-200 vertical, module de 1000 mm, ossature invisible",m,"5,78€"
"type Masterfill, module de 600 mm, ossature apparente, lieux humides",m2,"20,90€"
"type Masterfill, plaques de 1200x600 mm, ossature apparente, lieux humides",m2,"20,01€"
"type Microlook blanc, module de 600 mm, ossature apparente",m2,"36,25€"
"type Microlook cortega blanc, module de 600 mm, ossature apparente",m2,"14,91€"
"type Microlook dune, 5 coloris, module de 600 mm, ossature apparente",m2,"17,34€"
"type Microlook sektor-segment-labyrinth blanc, module de 600 mm, ossature apparente",m2,"18,69€"
"type Minaboard adria-classic, plaques de 1200x600 mm, ossature apparente",m2,"14,24€"
"type Minaboard dune, plaques de 1200x600 mm, ossature apparente",m2,"17,39€"
"type Minaboard dune, plaques de 1200x600 mm, ossature apparente",m2,"14,59€"
"type Minaboard fine fissured, module de 600 mm, ossature apparente",m2,"16,50€"
"type Minatone k4c4 adria, module de 600 mm, ossature incorporée",m2,"16,24€"
"type Minatone k4c4 fissured, module de 600 mm, ossature incorporée",m2,"15,57€"
"type Minaboard tatra-cortéga, plaques de 1200x600 mm, ossature apparante, épaisseur 15 mm",m2,"13,01€"
"type Minatone tégular adria, module de 600 mm, ossature apparente",m2,"13,80€"
"type Minatone tégular dune, module de 600 mm, ossature apparente",m2,"14,62€"
"type Minatone tégular tatra-cortéga, plaques de 1200x600 mm, ossature apparente",m2,"13,30€"
"type Newtone, module de 600 mm, ossature apparente, lieux humides",m2,"21,62€"
"type Newtone, plaques de 1200x600 mm, ossature apparente, lieux humides",m2,"18,68€"
"type Secondlook cortega I, plaques de 1200x600 mm, ossature apparente",m2,"13,62€"
"type Secondlook cortega III, plaques de 1200x600 mm, ossature apparente",m2,"14,24€"
"type Secondlook cortega III, 6 coloris, plaques de 1200x600 mm, ossature apparente",m2,"14,99€"
"type Secondlook cortega IV blanc, plaques de 1200x600 mm, ossature apparente",m2,"14,69€"
"type Secondlook sanserra I blanc, plaques de 1200x600 mm, ossature apparente",m2,"29,21€"
"type Secondlook sanserra III blanc, plaques de 1200x600 mm, ossature apparente",m2,"30,81€"
"type Secondlook sanserra IV blanc, plaques de 1200x600 mm, ossature apparente",m2,"31,77€"
"type Softlook classic, 11 variétés, module de 600x600 mm, revêtement tissu, ossature apparente",m2,"77,40€"
"type Softlook encore, 17 variétés, module de 600x600 mm, revêtement tissu, ossature apparente",m2,"93,78€"
"type Travertone Galaxie, module de 300 mm, avec ossature incorporée",m2,"34,28€"
"type Travertone tégular finesse, module de 600 mm, avec ossature apparente",m2,"22,99€"
"type Travertone tégular fissure naturel blanc, module de 600x600 mm, ossature apparente",m2,"22,35€"
"type Travertone tégular galaxie, module de 600x600 mm, ossature apparente",m2,"27,52€"
"type Travertone tégular highspire, module de 300x300 mm, ossature incorporée",m2,"35,64€"
"type Travertone tégular highspire-sanserra, module de 600x600 mm, ossature apparente",m2,"33,28€"
"type Travertone tégular mosaic, module de 300x300 mm, ossature incorporée",m2,"33,42€"
"Dalle laminée minérale type Ultima dB Board, module de 600x600 mm",m2,"16,97€"
"Dalle laminée minérale type Hygiène Board, module de 600x600 mm",m2,"19,92€"
"Dalle laminée minérale type Hygiène Board, module de 600x1200 mm",m2,"21,23€"
"Dalle laminée minérale type Ultima dB Tégular, module de 600x600 mm",m2,"20,14€"
"Dalle laminée minérale type Ultima dB Tégular, module de 600x1200 mm",m2,"20,81€"
"Dalle laminée minérale type Ultima dB Microlook BE, module de 600x600 mm",m2,"25,27€"
"Dalle laminée minérale type Ultima dB Microlook BE, module de 600x1200 mm",m2,"25,62€"
"Dalle laminée minérale type Ultima Board, module de 600x600 mm",m2,"21,39€"
"Dalle laminée minérale type Ultima Board, module de 600x1200 mm",m2,"21,99€"
"Dalle laminée minérale type Ultima Tégular, module de 600x600 mm",m2,"22,46€"
"Dalle laminée minérale type Perla Board, module de 600x600 mm",m2,"14,83€"
"Dalle laminée minérale type Perla Board, module de 1200x600 mm",m2,"16,17€"
"Dalle laminée minérale type Perla Tégular, module de 600x600 mm",m2,"17,88€"
"Dalle laminée minérale type Perla Microlook BE, module de 600x600 mm",m2,"20,47€"
"Dalle laminée minérale type Bioguard Plain Board, module de 600x600 mm",m2,"15,81€"
"Dalle laminée minérale type Bioguard Plain Board, module de 1200x600 mm",m2,"15,68€"
"Dalle laminée minérale type Bioguard Plain Tégular, module de 600x600 mm",m2,"18,07€"
"Dalle laminée minérale type Bioguard Plain Microlook, module de 600x600 mm",m2,"20,47€"
"Dalle laminée minérale type Bioguard acoustic Board, module de 600x600 mm",m2,"18,95€"
"Dalle laminée minérale type Bioguard acoustic Tégular, module de 600x600 mm",m2,"22,84€"
"Dalle laminée minérale type Bioguard acoustic Microlook, module de 600x600 mm",m2,"23,51€"
"Dalle type Céramaguard board, plaques de 600x600 mm, lieux humides",m2,"31,84€"
"Dalle type Céramaguard board, plaques de 1200x600 mm, lieux humides",m2,"31,61€"
"Dalle type Minatone tégular cirrus, module de 600 mm, ossature apparente",m2,"19,95€"
"Dalle type Tatra Board, module de 600 mm",m2,"19,95€"
"Dalle type Artic, module de 600x600 mm",m2,"10,75€"
"Dalle type Artic, module de 1200x600 mm",m2,"10,16€"
"Dalle type Boxer, module de 600x600x25 mm",m2,"15,14€"
"Dalle type Boxer, module de 1200x600x25 mm",m2,"16,47€"
"Dalle type industriel, module de 1200x600 mm",m2,"7,10€"
"Dalle type industriel, module de 600x600 mm",m2,"7,03€"
"Dalle type Krios dB 40, module de 1200x600 mm",m2,"23,17€"
"Dalle type Krios dB 40, module de 600x600 mm",m2,"21,00€"
"Dalle type Krios D, module de 900x900 mm",m2,"22,95€"
"Dalle type Krios D, module de 600x600 mm",m2,"19,12€"
"Dalle type Krios A, module de 1200x600 mm",m2,"10,18€"
"Dalle type Krios A, module de 600x600 mm",m2,"9,63€"
"Dalle type Hydroclean, module de 1200x600 mm",m2,"25,30€"
"Dalle type Hydroclean, module de 600x600 mm",m2,"25,29€"
"Dalle type Sonar dB 44, module de 1200x600 mm, T24",m2,"36,85€"
"Dalle type Sonar dB 44, module de 1200x300 mm, T24",m2,"37,31€"
"Dalle type Sonar dB 44 Board, module de 1200x600 mm",m2,"28,14€"
"Dalle type Sonar dB 44 Board, module de 600x600 mm",m2,"27,89€"
Feuillard métal,,
largeur 110 mm,m,"1,49€"
"Fibre minérale semi-rigide, épaisseur 35 mm",m2,"4,38€"
Fixation doublage,U,"0,07€"
Fourrure type Optima 240,m,"1,34€"
"Gaine en staff, 4faces",,
section 300x300 mm,m,"29,36€"
section 400x300 mm,m,"30,88€"
section 400x400 mm,m,"44,47€"
section 500x200 mm,m,"30,65€"
section 500x300 mm,m,"44,28€"
Graine de pierre,kg,"2,77€"
Grès concassé,kg,"3,04€"
Joint colle pour plaque de ciment,kg,"0,48€"
Joint mousse à cellules fermées,,
section 4x20 mm,m,"1,13€"
Laine de verre pour cloison de doublage,m3,"124,25€"
Lattage sapin,,
Sections 27x27 mm,m,"0,38€"
sections 36x36 mm,m,"0,72€"
sections 36x48 mm,m,"0,84€"
sections 36x60 mm,m,"1,02€"
Sections 45x45 mm,m,"1,14€"
Lisse type Clip Optima,m,"1,02€"
Lisse pour cloison grande hauteur,m,"3,43€"
Lisse pour plafond grande portée,m,"3,43€"
Mastic plastique,kg,"7,65€"
Métal déployé type Nergalto,m2,"4,50€"
Montant métallique,,
Cornière 50x50 mm,m,"5,10€"
épaisseur 36 mm,m,"2,02€"
épaisseur 48 mm,m,"1,64€"
épaisseur 70 mm,m,"2,84€"
épaisseur 90 mm,m,"3,35€"
épaisseur 100 mm,m,"3,75€"
Still M 48,m,"1,45€"
Still M 70,m,"1,94€"
Still M 90,m,"2,46€"
Profilé pour grande hauteur,m,"6,33€"
Profilé pour grande hauteur,m,"7,41€"
Profilé pour grande hauteur,m,"8,53€"
Profilé pour grande portée,m,"6,33€"
Equerre de départ,m,"4,89€"
Panneau aggloméré bois,,
Epaisseur 19 mm,m2,"13,20€"
Panneau de doublage PSE revêtu,,
"Wedi Premium ou similaire, dimensions 2600x600x12,5 mm",m2,"18,04€"
"Wedi Premium ou similaire, dimensions 2600x600x20 mm",m2,"18,17€"
"Wedi Premium ou similaire, dimensions 2600x600x25 mm",m2,"19,97€"
"Wedi Premium ou similaire, dimensions 2600x600x30 mm",m2,"21,55€"
"Wedi Premium ou similaire, dimensions 2600x600x50 mm",m2,"26,70€"
"Wedi Vapor ou similaire, dimensions 2500x600x12,5 mm",m2,"44,64€"
"Wedi Vapor ou similaire, dimensions 2500x600x20 mm",m2,"45,85€"
"Wedi Vapor ou similaire, dimensions 2500x600x50 mm",m2,"51,88€"
"Wedi ou similaire, dimensions 1250x600x4 mm",m2,"22,53€"
"Wedi ou similaire, dimensions 1250x600x6 mm",m2,"20,13€"
"Wedi ou similaire, dimensions 1250x600x8 mm",m2,"21,43€"
"Wedi ou similaire, dimensions 2500x600x10 mm",m2,"21,70€"
"Wedi ou similaire, dimensions 2500x600x12,5 mm",m2,"22,21€"
"Wedi ou similaire, dimensions 2500x600x20 mm",m2,"23,38€"
"Wedi ou similaire, dimensions 2500x600x30 mm",m2,"26,58€"
